"2024-03"       61.0
"2024-06"       262.3
"2024-09"       111.5
"2024-12"       111.5
"2024-01"       29.3
"2024-04"       199.3
"2024-07"       82.6
"2024-10"       201.2
"2024-02"       86.5
"2024-05"       291.2
"2024-08"       125.6
"2024-11"       310.8
